strain,date,region,country,division,location,region_exposure,country_exposure,division_exposure,host,Nextstrain_clade,pango_lineage,clade_nextstrain,clade_who,Nextclade_pango,originating_lab,submitting_lab
USA/WA-PHL-018886/2022,2022-04-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018889/2022,2022-04-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,22C (Omicron),BA.2.12.1,22C,Omicron,BA.2.12.1,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018890/2022,2022-04-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,recombinant,XE,recombinant,recombinant,XE,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018891/2022,2022-04-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018892/2022,2022-04-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.3,21L,Omicron,BA.2.3,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018893/2022,2022-04-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,22C (Omicron),BA.2.12.1,22C,Omicron,BA.2.12.1,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018895/2022,2022-04-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.3.17,21L,Omicron,BA.2.3.17,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018896/2022,2022-04-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.3,21L,Omicron,BA.2.3,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018898/2022,2022-04-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018899/2022,2022-04-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018901/2022,2022-04-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.9,21L,Omicron,BA.2.9,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018902/2022,2022-04-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.3,21L,Omicron,BA.2.3,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018903/2022,2022-04-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018907/2022,2022-04-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.10,21L,Omicron,BA.2.10,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018908/2022,2022-04-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.3,21L,Omicron,BA.2.3,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018909/2022,2022-04-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018910/2022,2022-04-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,22C (Omicron),BA.2.12.1,22C,Omicron,BA.2.12.1,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018911/2022,2022-04-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.3,21L,Omicron,BA.2.3,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018912/2022,2022-04-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018919/2022,2022-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,22C (Omicron),BA.2.12.1,22C,Omicron,BA.2.12.1,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018920/2022,2022-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.47,21L,Omicron,BA.2.47,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018921/2022,2022-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,22C (Omicron),BA.2.12.1,22C,Omicron,BA.2.12.1,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018924/2022,2022-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,22C (Omicron),BA.2.12.1,22C,Omicron,BA.2.12.1,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018926/2022,2022-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.3,21L,Omicron,BA.2.3,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018931/2022,2022-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.3,21L,Omicron,BA.2.3,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018932/2022,2022-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.9,21L,Omicron,BA.2.9,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018933/2022,2022-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018937/2022,2022-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018938/2022,2022-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018941/2022,2022-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.3,21L,Omicron,BA.2.3,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018943/2022,2022-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.10,21L,Omicron,BA.2.10,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018945/2022,2022-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.9,21L,Omicron,BA.2.9,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018947/2022,2022-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018949/2022,2022-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018950/2022,2022-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018951/2022,2022-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018952/2022,2022-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018960/2022,2022-04-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.3,21L,Omicron,BA.2.3,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018962/2022,2022-04-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018967/2022,2022-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018979/2022,2022-04-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.3,21L,Omicron,BA.2.3,Atlas Genomics,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018985/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.3,21L,Omicron,BA.2.3,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-018997/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-019000/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-019001/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.3,21L,Omicron,BA.2.3,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-019002/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.3.17,21L,Omicron,BA.2.3.17,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-019003/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.12,21L,Omicron,BA.2,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-019008/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-019009/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.3,21L,Omicron,BA.2.3,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-019011/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-019013/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.3,21L,Omicron,BA.2.3,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-019016/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-019017/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-019018/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.3,21L,Omicron,BA.2.3,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-019025/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,22C (Omicron),BA.2.12.1,22C,Omicron,BA.2.12.1,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-019026/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-019027/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.12,21L,Omicron,BA.2,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-019037/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-019044/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,22C (Omicron),BA.2.12.1,22C,Omicron,BA.2.12.1,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-019046/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2,21L,Omicron,BA.2,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-019047/2022,2022-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.10.1,21L,Omicron,BA.2.10.1,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-019065/2022,2022-04-26,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21L (Omicron),BA.2.20,21L,Omicron,BA.2.20,Northwest Laboratory,Washington State Department of Health Public Health Laboratories
